Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Total_Academic_Marks,Discipline_Index,Routine_Status,Instructor_Marks_75,Doctor_Marks_25,Total_Marks_100,Final_Risk_Level,y,Closest_Historical_Peer_ID
S1245,Emma,Brown,student245@university.com,Male,21,Mathematics,76.02,68.89,52.88,97.82,76.1,85.1,76.58,73.0655,C,28.4,Yes,Yes,High School,High,10,4.7,404.49,55.727222222222224,Balanced,59.8455,13.931805555555556,73.77730555555556,Medium Risk,1,S1669
S1246,Ali,Jones,student246@university.com,Female,22,Engineering,60.21,70.09,99.37,57.44,75.78,36.4,62.47,72.111,C,14.2,Yes,No,Bachelor's,Medium,5,4.3,302.18,52.719166666666666,Balanced,47.2685,13.179791666666667,60.44829166666667,Medium Risk,1,S2248
S1247,Ali,Brown,student247@university.com,Female,18,CS,77.26,54.86,72.02,88.2,56.71,31.5,72.52,68.466,D,13.1,No,No,PhD,High,10,8.6,303.79,54.12055555555556,Balanced,50.461,13.53013888888889,63.99113888888889,Medium Risk,1,S2627
S1248,Ali,Davis,student248@university.com,Female,22,CS,88.27,81.11,57.34,81.64,56.24,80.1,60.61,66.55950000000001,D,13.6,Yes,Yes,,High,1,4.5,359.70000000000005,70.90083333333334,Optimal,52.224500000000006,17.725208333333335,69.94970833333335,Medium Risk,1,S5289
S1249,John,Davis,student249@university.com,Male,22,CS,94.78,82.26,79.46,90.84,52.34,94.5,75.02,78.295,C,13.0,No,Yes,High School,Medium,3,5.1,394.96,68.13944444444445,Optimal,58.42999999999999,17.034861111111113,75.4648611111111,No Risk,2,S5446
S1250,Emma,Smith,student250@university.com,Female,23,Engineering,89.49,61.48,56.51,51.43,92.54,74.80000000000001,86.01,69.861,D,17.9,No,No,,High,1,8.0,366.26,84.51138888888889,Optimal,55.73350000000001,21.127847222222222,76.86134722222224,No Risk,2,S2423
S1251,Ali,Brown,student251@university.com,Male,20,CS,59.76,92.87,89.22,53.91,97.39,17.4,51.83,70.48,C,19.5,No,Yes,PhD,Medium,2,9.0,313.4,78.41222222222223,Optimal,48.175,19.603055555555557,67.77805555555555,Medium Risk,1,S2452
S1252,Maria,Jones,student252@university.com,Female,18,CS,79.98,78.64,58.49,53.48,55.78,39.1,88.27,68.4545,D,15.6,No,No,,Medium,4,6.4,315.27,67.43944444444445,Optimal,53.831999999999994,16.859861111111112,70.69186111111111,Medium Risk,1,S2731
S1253,Ahmed,Brown,student253@university.com,Female,21,Engineering,66.61,82.78,99.29,79.65,60.66,75.9,51.0,74.348,C,15.3,No,No,PhD,High,6,5.1,349.99,54.680277777777775,Balanced,49.525499999999994,13.670069444444444,63.19556944444444,Medium Risk,1,S5162
S1254,Ali,Williams,student254@university.com,Female,19,CS,50.46,56.64,76.31,80.15,54.49,90.7,75.86,72.338,C,23.4,Yes,Yes,Master's,High,1,8.2,357.84000000000003,79.89277777777777,Optimal,53.26050000000001,19.97319444444444,73.23369444444445,Medium Risk,1,S1309
S1255,John,Williams,student255@university.com,Female,21,Mathematics,60.01,40.04,90.66,95.31,93.88,99.9,78.67,80.9515,B,5.1,Yes,No,,High,9,6.0,407.8,38.69694444444444,Concerning,58.286500000000004,9.67423611111111,67.96073611111112,Medium Risk,1,S3796
S1256,Omar,Jones,student256@university.com,Female,22,Mathematics,55.66,91.92,44.37,73.38,97.94,51.2,88.06,74.65950000000001,C,28.7,Yes,Yes,Master's,Low,1,5.4,402.5,77.83166666666666,Optimal,63.567,19.457916666666666,83.02491666666667,No Risk,2,S2526
S1257,Emma,Smith,student257@university.com,Male,18,Business,92.14,89.35,60.9,53.4,63.09,82.30000000000001,88.05,73.4765,C,22.9,No,Yes,High School,High,8,6.5,376.19,65.72944444444444,Optimal,58.2515,16.43236111111111,74.68386111111111,Medium Risk,1,S3982
S1258,Liam,Smith,student258@university.com,Female,24,Business,62.93,47.39,84.25,60.48,65.18,4.699999999999999,70.87,65.25699999999999,D,22.7,Yes,No,,Low,1,8.3,248.62,82.70472222222222,Optimal,44.1945,20.676180555555554,64.87068055555555,Medium Risk,1,S4934
S1259,John,Davis,student259@university.com,Male,18,Business,64.23,62.45,79.3,50.4,68.13,28.6,53.32,60.9915,D,15.5,No,Yes,,Medium,1,5.2,262.9,68.41861111111112,Optimal,41.1665,17.10465277777778,58.27115277777778,High Risk,0,S4144
S1260,Ali,Davis,student260@university.com,Male,18,Mathematics,98.0,79.68,51.65,88.84,75.12,37.2,84.68,72.9665,C,29.1,Yes,No,High School,Medium,8,6.1,365.52,71.25,Optimal,60.054,17.8125,77.8665,No Risk,2,S1656
S1261,Emma,Johnson,student261@university.com,Male,20,Mathematics,68.95,79.13,61.37,90.78,84.12,97.6,75.55,76.786,C,5.0,No,No,,High,2,6.2,427.18,60.84861111111111,Balanced,61.4435,15.212152777777778,76.65565277777777,No Risk,2,S4585
S1262,Ahmed,Jones,student262@university.com,Male,21,Mathematics,50.48,91.62,55.81,99.9,75.22,0.3,66.65,70.2125,C,6.9,No,No,PhD,High,1,8.2,333.69000000000005,66.14777777777778,Optimal,56.260000000000005,16.536944444444444,72.79694444444445,Medium Risk,1,S3662
S1263,Ali,Brown,student263@university.com,Male,20,Business,64.19,48.42,76.8,70.61,97.55,30.8,61.74,66.8715,D,25.1,No,No,Master's,High,7,7.4,309.12,65.85305555555556,Optimal,47.6715,16.46326388888889,64.1347638888889,Medium Risk,1,S1327
S1264,John,Jones,student264@university.com,Male,24,Business,55.96,65.8,60.67,50.96,54.99,93.0,55.99,59.6275,F,23.5,Yes,No,Bachelor's,Low,1,7.9,320.74,80.51777777777778,Optimal,44.459999999999994,20.129444444444445,64.58944444444444,Medium Risk,1,S2385
S1265,Sara,Johnson,student265@university.com,Male,24,Business,55.14,45.83,58.54,61.74,89.93,30.7,64.76,60.7265,D,11.8,No,No,PhD,Medium,4,7.5,292.96,61.11833333333333,Balanced,46.0915,15.279583333333333,61.37108333333334,Medium Risk,1,S5017
S1266,Maria,Davis,student266@university.com,Male,23,Business,53.87,63.38,52.44,79.39,66.72,22.5,72.92,64.1985,D,19.9,Yes,No,Bachelor's,Low,10,7.0,304.91,49.49527777777777,Balanced,51.0885,12.373819444444443,63.46231944444445,Medium Risk,1,S2872
S1267,Liam,Jones,student267@university.com,Female,19,Business,79.66,40.91,64.54,98.1,68.88,73.0,73.88,69.68849999999999,D,18.3,Yes,No,High School,High,10,4.7,354.77,48.22055555555556,Balanced,53.5535,12.05513888888889,65.60863888888889,Medium Risk,1,S5340
S1268,Omar,Jones,student268@university.com,Female,23,Business,59.47,93.9,51.73,55.18,85.44,74.5,79.14,71.3055,C,18.2,No,No,High School,Low,9,8.2,388.16,55.58972222222222,Balanced,58.373000000000005,13.897430555555555,72.27043055555556,Medium Risk,1,S2317
S1269,John,Davis,student269@university.com,Male,22,Mathematics,68.06,71.62,97.75,56.08,96.47,47.2,68.12,76.0355,C,19.9,No,Yes,,Medium,10,7.0,339.49,53.04277777777777,Balanced,51.598,13.260694444444443,64.85869444444444,Medium Risk,1,S3917
S1270,Emma,Johnson,student270@university.com,Male,20,Engineering,93.1,90.99,49.27,85.09,85.81,94.7,95.99,80.8425,B,29.8,Yes,No,PhD,High,3,7.5,452.58,88.38611111111112,Optimal,68.525,22.09652777777778,90.62152777777779,No Risk,2,S4859
S1271,Liam,Davis,student271@university.com,Male,20,Engineering,71.22,43.59,94.8,83.36,88.79,20.3,74.79,75.0735,C,29.7,No,No,Bachelor's,Low,6,7.9,310.83000000000004,75.61055555555555,Optimal,51.37350000000001,18.902638888888887,70.2761388888889,Medium Risk,1,S3161
S1272,Liam,Smith,student272@university.com,Female,23,Business,95.78,53.65,65.71,62.53,87.54,91.3,71.19,68.5305,D,29.5,Yes,Yes,Master's,Medium,10,5.6,366.21,64.0838888888889,Balanced,52.103,16.020972222222223,68.12397222222222,Medium Risk,1,S4744
S1273,Liam,Brown,student273@university.com,Female,22,Engineering,74.9,55.56,62.67,90.66,66.05,75.6,52.41,63.7085,D,18.7,Yes,Yes,PhD,High,9,6.2,340.28,54.30833333333334,Balanced,48.041,13.577083333333334,61.61808333333333,Medium Risk,1,S5648
S1274,Ali,Davis,student274@university.com,Male,18,Engineering,69.94,63.2,53.88,56.44,87.85,36.8,79.95,66.02600000000001,D,13.0,Yes,Yes,High School,High,4,6.7,324.24,63.59611111111112,Balanced,52.556,15.89902777777778,68.45502777777777,Medium Risk,1,S2917
S1275,Maria,Johnson,student275@university.com,Male,22,Mathematics,87.52,88.17,78.15,96.29,89.23,80.7,80.14,84.2065,B,19.0,Yes,No,PhD,High,3,5.7,434.53,72.99111111111111,Optimal,64.669,18.247777777777777,82.91677777777778,No Risk,2,S2212
S1276,Ali,Williams,student276@university.com,Female,21,Business,53.66,63.19,81.13,60.05,76.67,13.3,79.16,70.8485,C,20.6,No,No,Master's,High,5,5.3,292.37,59.19277777777778,Balanced,50.565999999999995,14.798194444444444,65.36419444444444,Medium Risk,1,S2966
S1277,Emma,Smith,student277@university.com,Female,23,Business,54.47,52.28,68.05,54.07,76.84,13.1,94.38,69.618,D,12.8,No,Yes,PhD,Low,7,7.9,290.67,54.56194444444444,Balanced,52.6055,13.64048611111111,66.24598611111111,Medium Risk,1,S5234
S1278,Ali,Williams,student278@university.com,Male,22,Engineering,82.6,43.9,43.34,66.98,87.99,93.0,88.15,67.361,D,20.8,Yes,No,,Low,5,7.8,380.02,73.53888888888889,Optimal,56.526,18.384722222222223,74.91072222222223,Medium Risk,1,S1781
S1279,Sara,Davis,student279@university.com,Male,18,Business,74.35,44.77,95.11,59.39,90.85,9.5,93.37,76.9725,C,20.5,No,Yes,Master's,High,4,8.2,297.88,75.11527777777778,Optimal,53.195,18.778819444444444,71.97381944444444,Medium Risk,1,S4005
S1280,Maria,Smith,student280@university.com,Male,22,Business,89.52,85.6,98.82,76.35,66.86,0.4,52.97,71.5945,C,27.6,No,Yes,Bachelor's,High,1,7.5,282.18,91.21333333333334,Optimal,46.8895,22.803333333333335,69.69283333333334,Medium Risk,1,S2821
S1281,Maria,Brown,student281@university.com,Male,20,Business,95.81,66.69,65.86,84.34,90.08,38.9,65.91,69.8455,D,10.9,No,No,High School,Low,6,5.6,345.92,59.7025,Balanced,53.3805,14.925625,68.306125,Medium Risk,1,S5215
S1282,Emma,Davis,student282@university.com,Female,19,Business,69.42,83.57,76.82,74.55,90.71,10.4,65.94,72.29599999999999,C,22.4,Yes,Yes,PhD,Low,4,5.6,325.17,68.24388888888888,Optimal,53.090999999999994,17.06097222222222,70.15197222222221,Medium Risk,1,S5312
S1283,Omar,Brown,student283@university.com,Female,20,Engineering,79.82,80.94,67.02,83.03,61.71,86.30000000000001,82.85,76.69149999999999,C,16.3,Yes,No,Master's,High,6,6.6,394.83,62.98277777777777,Balanced,59.936499999999995,15.745694444444442,75.68219444444443,No Risk,2,S3800
S1284,Sara,Jones,student284@university.com,Male,24,CS,75.03,48.12,59.31,68.25,85.85,92.3,72.43,67.212,D,8.2,Yes,No,,High,6,8.2,366.95,59.47972222222222,Balanced,52.3845,14.869930555555555,67.25443055555556,Medium Risk,1,S3439
S1285,John,Williams,student285@university.com,Male,19,Engineering,99.08,48.57,44.64,51.4,59.33,48.2,88.87,61.1595,D,12.9,Yes,No,,Low,4,5.7,296.37,68.02,Optimal,49.9995,17.005,67.0045,Medium Risk,1,S1450
S1286,Ali,Smith,student286@university.com,Male,24,Mathematics,91.55,85.32,67.36,98.7,54.65,42.5,69.22,72.799,C,6.4,No,Yes,Bachelor's,Low,8,7.8,350.39,55.44305555555556,Balanced,55.958999999999996,13.86076388888889,69.81976388888889,Medium Risk,1,S1487
S1287,Ahmed,Brown,student287@university.com,Female,22,CS,95.59,83.28,89.1,90.97,78.73,53.9,61.08,77.30449999999999,C,13.0,Yes,No,High School,Low,4,5.5,367.96,66.67527777777778,Optimal,55.0295,16.668819444444445,71.69831944444445,Medium Risk,1,S2014
S1288,Ali,Johnson,student288@university.com,Male,21,CS,62.72,62.68,41.02,53.67,95.43,22.6,64.55,57.74550000000001,F,6.7,Yes,No,,Low,5,5.7,298.93,50.98555555555555,Balanced,47.4905,12.746388888888887,60.236888888888885,Medium Risk,1,S5763
S1289,Liam,Brown,student289@university.com,Male,22,CS,88.63,44.65,74.93,72.46,51.77,29.8,59.12,60.702,D,28.1,No,No,High School,High,5,7.8,257.8,81.12972222222223,Optimal,41.9695,20.282430555555557,62.25193055555555,Medium Risk,1,S4385
S1290,Ali,Johnson,student290@university.com,Male,18,Engineering,63.27,40.73,92.85,81.75,91.33,10.1,59.89,69.18950000000001,D,7.5,Yes,Yes,Master's,Low,2,7.4,283.8,64.84527777777778,Balanced,45.977000000000004,16.211319444444445,62.188319444444446,Medium Risk,1,S5872
S1291,John,Davis,student291@university.com,Female,22,Mathematics,60.44,57.29,53.05,59.53,75.32,44.6,60.84,58.7995,F,25.4,Yes,Yes,PhD,High,8,5.0,297.58,55.72111111111112,Balanced,45.53699999999999,13.93027777777778,59.467277777777774,High Risk,0,S2434
S1292,Ali,Smith,student292@university.com,Male,19,Engineering,97.21,40.55,51.0,78.9,93.04,61.2,50.8,58.2715,F,27.7,Yes,Yes,Bachelor's,Low,8,8.1,324.49,75.44138888888888,Optimal,45.5215,18.86034722222222,64.38184722222222,Medium Risk,1,S2326
S1293,Sara,Brown,student293@university.com,Female,20,Mathematics,50.97,53.8,86.34,76.68,92.17,93.0,85.8,80.764,B,16.7,Yes,Yes,,Low,10,7.9,401.4500000000001,48.60361111111111,Balanced,59.179,12.150902777777777,71.32990277777778,Medium Risk,1,S3255
S1294,Sara,Brown,student294@university.com,Male,21,Engineering,98.27,65.17,55.31,60.41,93.76,73.89999999999999,69.98,66.7295,D,6.3,Yes,Yes,PhD,Medium,8,8.0,363.22,57.595277777777774,Balanced,52.902,14.398819444444444,67.30081944444444,Medium Risk,1,S1871
S1295,Maria,Smith,student295@university.com,Male,24,Engineering,57.46,47.28,51.52,57.06,88.44,72.30000000000001,51.13,56.329,F,19.9,No,Yes,,Medium,1,6.4,316.21000000000004,73.72611111111111,Optimal,43.449,18.431527777777777,61.88052777777777,Medium Risk,1,S2523
S1296,Emma,Brown,student296@university.com,Male,22,Engineering,90.97,46.26,62.68,87.95,92.15,30.8,68.5,67.1065,D,10.9,No,Yes,Bachelor's,Medium,7,5.6,325.66,55.71472222222222,Balanced,51.436499999999995,13.928680555555555,65.36518055555555,Medium Risk,1,S3798
S1297,Omar,Johnson,student297@university.com,Female,22,CS,63.8,93.79,63.55,66.13,58.8,88.80000000000001,95.27,78.7765,C,9.4,Yes,No,,Low,3,8.2,402.79,66.00555555555556,Optimal,62.888999999999996,16.50138888888889,79.39038888888888,No Risk,2,S4512
S1298,Ahmed,Brown,student298@university.com,Male,20,Engineering,67.54,75.13,92.45,62.2,65.19,94.7,75.56,77.63399999999999,C,19.2,No,Yes,Bachelor's,Medium,1,6.9,372.78,77.05166666666668,Optimal,54.521499999999996,19.26291666666667,73.78441666666666,Medium Risk,1,S3429
S1299,Liam,Williams,student299@university.com,Male,21,Mathematics,60.84,96.07,77.11,86.89,62.12,93.2,99.34,87.3955,B,13.9,No,Yes,PhD,Medium,5,8.7,437.62,64.8488888888889,Balanced,68.118,16.212222222222223,84.33022222222222,No Risk,2,S2751
S1300,Ali,Davis,student300@university.com,Female,23,Mathematics,79.28,60.75,64.36,86.8,87.12,3.9,77.0,70.2295,C,23.3,No,Yes,Master's,High,4,5.3,315.57000000000005,70.62555555555555,Optimal,54.1395,17.656388888888888,71.79588888888888,Medium Risk,1,S5821
S1301,Ali,Jones,student301@university.com,Female,24,Mathematics,67.4,80.63,72.06,63.82,57.68,60.4,98.14,77.9125,C,19.8,Yes,Yes,Bachelor's,Medium,7,8.9,360.67,66.40555555555557,Optimal,59.897499999999994,16.60138888888889,76.49888888888889,No Risk,2,S5970
S1302,John,Johnson,student302@university.com,Female,22,CS,82.87,52.28,97.24,93.63,59.11,64.3,60.09,73.3495,C,25.7,No,No,Master's,Medium,1,5.9,329.41,83.52305555555556,Optimal,49.039500000000004,20.88076388888889,69.9202638888889,Medium Risk,1,S3221
S1303,Emma,Williams,student303@university.com,Male,22,Engineering,50.78,77.1,46.79,84.41,93.95,29.5,64.5,66.144,D,6.5,No,Yes,High School,High,1,5.9,349.46,59.50055555555555,Balanced,54.4465,14.875138888888888,69.32163888888888,Medium Risk,1,S5858
S1304,Sara,Davis,student304@university.com,Female,23,Engineering,53.22,47.78,52.46,67.29,85.29,99.2,85.0,69.3645,D,10.9,No,No,PhD,Low,8,5.2,384.56,42.388333333333335,Concerning,56.249500000000005,10.597083333333334,66.84658333333334,Medium Risk,1,S5527
S1305,Ahmed,Smith,student305@university.com,Male,24,Business,54.98,40.12,97.75,71.37,93.77,29.1,99.34,81.795,B,19.2,No,Yes,Bachelor's,Medium,4,8.8,333.7,70.8561111111111,Optimal,57.3575,17.714027777777776,75.07152777777777,No Risk,2,S1424
S1306,Maria,Johnson,student306@university.com,Female,19,CS,70.95,95.89,97.44,86.34,56.97,21.7,91.26,85.8545,B,27.0,Yes,Yes,PhD,High,9,4.2,352.16,54.68194444444444,Balanced,61.4945,13.67048611111111,75.16498611111112,No Risk,2,S4356
S1307,Sara,Jones,student307@university.com,Female,19,Mathematics,90.74,73.29,50.63,60.58,69.95,48.4,77.69,65.46000000000001,D,25.3,Yes,No,Master's,High,10,6.4,329.91,61.54611111111111,Balanced,52.802499999999995,15.386527777777777,68.18902777777777,Medium Risk,1,S3708
S1308,Liam,Davis,student308@university.com,Female,18,Mathematics,94.41,95.62,48.71,73.44,64.16,32.3,54.26,61.8455,D,22.0,No,Yes,Master's,Medium,10,5.8,319.78,58.04694444444445,Balanced,49.668,14.511736111111112,64.17973611111111,Medium Risk,1,S5816
S1309,Emma,Jones,student309@university.com,Male,20,Engineering,62.24,60.03,65.27,82.68,50.48,92.4,68.22,67.858,D,19.4,No,Yes,PhD,High,5,4.8,353.81000000000006,58.948888888888895,Balanced,51.5405,14.737222222222224,66.27772222222222,Medium Risk,1,S5061
S1310,Liam,Smith,student310@university.com,Male,21,Mathematics,78.72,59.67,42.98,76.97,64.23,44.0,54.32,56.16,F,20.8,Yes,Yes,PhD,Medium,6,7.6,299.19,69.23555555555556,Optimal,45.415,17.30888888888889,62.723888888888894,Medium Risk,1,S1691
S1311,Omar,Smith,student311@university.com,Male,22,Engineering,88.42,64.04,79.29,80.42,68.98,41.0,65.56,70.1075,C,10.3,Yes,No,Master's,Low,2,8.5,320.0,76.52166666666666,Optimal,50.285,19.130416666666665,69.41541666666666,Medium Risk,1,S5628
S1312,Maria,Johnson,student312@university.com,Male,24,Engineering,64.44,82.36,44.65,77.31,54.61,62.6,62.94,62.586,D,19.9,No,Yes,PhD,Medium,3,5.2,339.82000000000005,66.58222222222221,Optimal,51.4235,16.645555555555553,68.06905555555555,Medium Risk,1,S5634
S1313,Omar,Brown,student313@university.com,Male,22,Business,70.45,73.95,43.48,59.96,78.32,8.100000000000001,69.43,60.0225,D,17.3,No,No,Master's,Low,7,6.5,289.76,58.418055555555554,Balanced,49.1525,14.604513888888889,63.75701388888889,Medium Risk,1,S3545
S1314,John,Smith,student314@university.com,Male,18,CS,76.2,95.52,69.11,70.51,69.16,75.7,91.86,80.441,B,14.6,No,Yes,High School,High,7,6.9,402.75,58.71666666666667,Balanced,63.1635,14.679166666666667,77.84266666666667,No Risk,2,S5063
S1315,Liam,Davis,student315@university.com,Male,24,Engineering,56.74,41.53,97.47,76.6,52.32,76.8,57.52,68.415,D,27.2,No,No,Master's,High,6,6.0,304.77,64.62944444444443,Balanced,44.0475,16.157361111111108,60.20486111111111,Medium Risk,1,S3847
S1316,John,Brown,student316@university.com,Male,24,Engineering,51.3,82.49,65.61,89.0,85.2,47.400000000000006,65.3,72.606,C,25.7,No,Yes,,Low,4,8.6,369.39,74.79722222222222,Optimal,56.20349999999999,18.699305555555554,74.90280555555555,Medium Risk,1,S4882
S1317,Ali,Williams,student317@university.com,Male,22,Engineering,57.64,59.82,61.39,82.7,86.46,95.6,63.06,69.0695,D,6.9,Yes,Yes,Master's,Medium,10,6.3,387.64,37.66,Concerning,53.722,9.415,63.137,Medium Risk,1,S3560
S1318,Omar,Jones,student318@university.com,Female,20,Business,81.34,50.81,99.88,71.33,91.72,57.9,64.81,74.801,C,29.6,Yes,No,High School,Medium,4,8.9,336.57,86.39055555555555,Optimal,49.831,21.597638888888888,71.42863888888888,Medium Risk,1,S5269
S1319,Emma,Brown,student319@university.com,Female,18,Engineering,53.68,70.62,71.92,98.72,74.28,69.5,68.03,74.693,C,10.7,No,No,Master's,Medium,8,5.5,381.15,43.17,Concerning,56.713,10.7925,67.5055,Medium Risk,1,S4645
S1320,Liam,Jones,student320@university.com,Male,20,CS,59.48,70.3,62.51,55.39,98.43,92.4,62.22,67.61,D,10.4,No,Yes,PhD,High,9,4.4,378.74,38.53666666666667,Concerning,51.9825,9.634166666666667,61.61666666666667,Medium Risk,1,S4423
S1321,Ahmed,Brown,student321@university.com,Male,18,CS,66.89,48.22,63.15,60.34,95.7,66.6,97.13,74.1105,C,28.6,Yes,Yes,High School,High,8,6.9,367.99,65.27805555555557,Optimal,58.32299999999999,16.319513888888892,74.64251388888889,Medium Risk,1,S5110
S1322,Maria,Williams,student322@university.com,Male,22,Mathematics,53.89,52.11,51.7,67.07,77.57,43.2,71.01,62.02199999999999,D,16.1,No,No,Bachelor's,Low,8,8.1,310.96,54.94472222222223,Balanced,49.097,13.736180555555558,62.83318055555556,Medium Risk,1,S1534
S1323,Sara,Smith,student323@university.com,Male,18,CS,59.58,64.49,70.73,61.43,72.25,2.5,55.71,60.633500000000005,D,25.1,Yes,No,Master's,Medium,5,5.9,256.38,66.08944444444444,Optimal,42.951,16.52236111111111,59.47336111111111,High Risk,0,S2501
S1324,Emma,Williams,student324@university.com,Female,19,Mathematics,95.56,64.53,66.33,81.27,50.15,72.8,73.38,69.1215,D,12.2,No,Yes,PhD,High,2,4.9,342.13,69.89,Optimal,52.539,17.4725,70.0115,Medium Risk,1,S1674
S1325,Emma,Smith,student325@university.com,Female,24,CS,50.96,59.05,56.25,51.98,85.55,96.5,59.22,61.863,D,26.8,No,Yes,Bachelor's,High,10,7.7,352.29999999999995,56.46222222222222,Balanced,47.8005,14.115555555555556,61.91605555555556,Medium Risk,1,S3533
S1326,John,Smith,student326@university.com,Male,21,Mathematics,82.67,48.91,49.63,58.87,78.25,47.0,60.81,56.99250000000001,F,25.8,Yes,No,Bachelor's,High,2,5.4,293.84000000000003,79.38972222222222,Optimal,44.584999999999994,19.847430555555555,64.43243055555556,Medium Risk,1,S2237
S1327,Omar,Jones,student327@university.com,Female,22,Engineering,69.22,40.26,58.67,64.67,96.88,34.0,64.25,61.07,D,18.0,Yes,Yes,Bachelor's,Low,2,7.8,300.06,76.19388888888889,Optimal,46.4025,19.048472222222223,65.45097222222222,Medium Risk,1,S1263
S1328,Liam,Davis,student328@university.com,Female,23,Business,83.63,98.21,70.52,84.17,79.71,51.900000000000006,56.24,72.425,C,22.6,No,No,,High,6,5.3,370.23,65.57416666666667,Optimal,54.795,16.393541666666668,71.18854166666667,Medium Risk,1,S2231
S1329,Liam,Williams,student329@university.com,Male,21,Business,79.43,96.61,43.5,93.79,99.64,72.8,86.06,78.857,C,29.1,Yes,Yes,PhD,Low,10,6.8,448.9,62.99638888888889,Balanced,67.982,15.749097222222222,83.73109722222222,No Risk,2,S3973
S1330,Ali,Brown,student330@university.com,Male,22,Business,61.17,69.02,49.22,89.92,92.69,0.1,89.6,72.3,C,16.3,Yes,Yes,,Low,5,8.4,341.33,66.09805555555555,Optimal,59.995000000000005,16.524513888888887,76.5195138888889,No Risk,2,S5796
S1331,Ali,Williams,student331@university.com,Male,21,Engineering,92.36,99.7,96.86,59.1,97.68,88.69999999999999,69.71,83.15100000000001,B,17.4,Yes,Yes,PhD,Low,4,5.0,414.89,68.14555555555555,Optimal,58.936,17.036388888888887,75.97238888888889,No Risk,2,S2599
S1332,Maria,Jones,student332@university.com,Male,19,Business,74.6,80.42,72.57,78.27,66.38,88.6,84.45,78.34899999999999,C,23.1,No,Yes,PhD,Medium,4,8.1,398.12,77.06666666666666,Optimal,60.2065,19.266666666666666,79.47316666666666,No Risk,2,S3800
S1333,John,Smith,student333@university.com,Female,21,CS,91.13,44.13,43.81,51.5,57.47,54.1,69.45,54.584,F,14.7,No,Yes,High School,Medium,8,5.3,276.65,55.31027777777778,Balanced,43.6315,13.827569444444444,57.459069444444445,High Risk,0,S5962
S1334,Emma,Jones,student334@university.com,Male,18,Mathematics,70.3,47.06,81.59,65.53,89.84,12.2,58.2,64.34,D,29.0,Yes,No,Bachelor's,High,10,7.3,272.83,62.019444444444446,Balanced,43.9425,15.504861111111111,59.447361111111114,High Risk,0,S1156
S1335,Liam,Johnson,student335@university.com,Female,21,Engineering,99.23,94.97,43.71,90.3,89.31,67.2,69.86,71.967,C,6.0,No,No,Master's,Medium,2,5.2,411.64,66.47416666666666,Optimal,61.039500000000004,16.618541666666665,77.65804166666666,No Risk,2,S2258
S1336,Ahmed,Johnson,student336@university.com,Male,22,Business,88.52,77.8,84.33,72.83,60.57,13.8,77.85,73.779,C,15.1,Yes,No,High School,Medium,5,4.6,302.85,61.38,Balanced,52.6965,15.345,68.0415,Medium Risk,1,S2909
S1337,John,Brown,student337@university.com,Female,23,CS,98.3,90.59,85.0,57.5,88.24,50.8,52.05,70.4425,C,22.8,Yes,Yes,Master's,High,7,7.3,339.18,72.1861111111111,Optimal,49.192499999999995,18.046527777777776,67.23902777777778,Medium Risk,1,S5996
S1338,Maria,Jones,student338@university.com,Male,23,CS,75.72,93.9,79.06,71.93,79.1,9.4,82.72,77.8355,C,15.7,Yes,No,Bachelor's,Low,7,7.0,337.05,59.79111111111111,Balanced,58.070499999999996,14.947777777777777,73.01827777777777,Medium Risk,1,S5782
S1339,Maria,Brown,student339@university.com,Male,20,Engineering,73.68,66.88,83.93,59.9,55.48,58.9,87.13,74.6315,C,11.5,Yes,Yes,PhD,Low,8,6.0,328.29,50.22555555555556,Balanced,53.649,12.55638888888889,66.20538888888889,Medium Risk,1,S1688
S1340,John,Brown,student340@university.com,Female,24,Engineering,87.77,42.91,45.28,69.66,75.09,31.8,93.0,65.2045,D,15.3,Yes,Yes,High School,High,3,4.2,312.46000000000004,65.80361111111111,Optimal,53.8845,16.450902777777777,70.33540277777777,Medium Risk,1,S4437
S1341,Maria,Johnson,student341@university.com,Female,21,Business,94.01,51.3,83.61,74.39,96.56,83.10000000000001,55.14,70.109,C,27.0,No,Yes,,High,2,6.4,360.49,86.0025,Optimal,49.206500000000005,21.500625,70.707125,Medium Risk,1,S5291
S1342,John,Brown,student342@university.com,Female,23,Mathematics,98.21,43.99,48.2,67.48,75.32,80.0,50.0,55.3025,F,18.7,No,Yes,PhD,Medium,8,4.7,316.79,58.746944444444445,Balanced,43.2525,14.686736111111111,57.93923611111111,High Risk,0,S1687
S1343,Sara,Johnson,student343@university.com,Male,21,Business,66.23,51.32,60.37,96.85,89.43,99.8,53.66,67.34899999999999,D,13.4,No,No,,Low,9,5.8,391.06,46.61305555555556,Balanced,52.256499999999996,11.65326388888889,63.90976388888889,Medium Risk,1,S1943
